iter	RMSE
325	0.2762161256
326	0.2758578755
327	0.2752252518
328	0.2745754906
329	0.2741617193
330	0.2737795878
331	0.2733487941
332	0.2729649771
333	0.2724348728
334	0.2719225771
335	0.2716202739
336	0.2711817486
337	0.2706055539
338	0.2698846985
339	0.2694213757
340	0.2688919291
341	0.2686261327
342	0.2683960813
343	0.2683614556
344	0.2679090198
345	0.2672492493
346	0.2668420185
347	0.2664227459
348	0.2660021668
349	0.2655601935
350	0.265218061
351	0.2649520692
352	0.2645568171
353	0.264139661
354	0.2637427652
355	0.2633211543
356	0.2628921575
357	0.2627170516
358	0.2624520417
359	0.2618941205
360	0.2615325283
361	0.2615018981
362	0.261266231
363	0.2612345433
364	0.2607658997
365	0.2604915185
366	0.2601082466
367	0.2598304374
368	0.2594332293
369	0.2588371855
370	0.2585131351
371	0.2584835215
372	0.2581381549
373	0.2578573963
374	0.257488699
375	0.2573613208
376	0.2570191346
377	0.2566911744
378	0.2565011606
379	0.2561770458
380	0.2556699239
381	0.2552363247
382	0.2548870601
383	0.2548535038
384	0.2545655748
385	0.2541299313
386	0.2536925438
387	0.2533595793
388	0.2530523824
389	0.2526688975
390	0.2526432063
391	0.2523530985
392	0.2519981472
393	0.2516147419
394	0.2514178378
395	0.2513917419
396	0.2510957063
397	0.2510713304
398	0.250867623
399	0.250399895
400	0.2500639111
401	0.2497145475
402	0.2496910907
403	0.249260024
404	0.2488309079
405	0.2485013051
406	0.2481586539
407	0.2477037243
408	0.2473549738
409	0.2469159354
410	0.2464753288
411	0.2461766005
412	0.2458377853
413	0.2455067528
414	0.2452193214
415	0.2451428278
416	0.24475663
417	0.2443156853
418	0.2439074984
419	0.2435755296
420	0.2434985126
421	0.2430987005
422	0.2427953146
423	0.2422784106
424	0.2418796506
425	0.2416678427
426	0.2412824908
427	0.2409032815
428	0.2405142384
429	0.2404096303
430	0.2401574648
431	0.2398439293
432	0.2394487174
433	0.239126914
434	0.2388030936
435	0.2384666056
436	0.2381331571
437	0.2378487683
438	0.2378267364
439	0.237416931
440	0.2373985106
441	0.2373773072
442	0.2371519337
443	0.236831856
444	0.2365294211
445	0.2362552477
446	0.236017493
447	0.2357433463
448	0.2355204348
449	0.2353153787
450	0.2349469683
451	0.234632352
452	0.2343655023
453	0.2342917045
454	0.2340190543
455	0.2337360409
456	0.2334307711
457	0.2330356399
458	0.2330161736
459	0.2327284143
460	0.2323952028
461	0.2319597415
462	0.2316364576
463	0.2313316743
464	0.2310337017
465	0.2310143737
466	0.2306312373
467	0.23029397
468	0.2298392152
469	0.2292685918
470	0.2289806538
471	0.2286026558
472	0.2283170226
473	0.2280299059
474	0.2278897726
475	0.2274797511
476	0.2271895061
477	0.2269087623
478	0.2265787367
479	0.2261751284
480	0.2257443026
481	0.2255111818
482	0.2252397354
483	0.224964414
484	0.2246898696
485	0.2245071625
486	0.2242183382
487	0.2238388412
488	0.2234987071
489	0.2231877589
490	0.2229960907
491	0.222725806
492	0.2224356335
493	0.2222196094
494	0.221795186
495	0.2215554624
496	0.2211203659
497	0.2207552324
498	0.2204337263
499	0.2200921928
500	0.2197932251
501	0.2197761156
502	0.2194918253
503	0.2192781796
504	0.2188848552
505	0.2186789798
506	0.2184792952
507	0.218185251
508	0.2177876821
509	0.2175117121
510	0.2173958522
511	0.2171245379
512	0.2167871731
513	0.2167722555
514	0.2165595119
515	0.2163540465
516	0.2160146906
517	0.2157160063
518	0.2154630946
519	0.2151329916
520	0.2149790752
521	0.2147166742
522	0.214360695
523	0.2141321456
524	0.2137651521
525	0.2135604282
526	0.2132901715
527	0.2130539651
528	0.2129263734
529	0.2127443149
530	0.2124281
531	0.2124115471
532	0.2120136512
533	0.2117163268
534	0.2116473691
535	0.211390698
536	0.2111683717
537	0.2109062599
538	0.2106649858
539	0.2104237284
540	0.2100840937
541	0.2096962423
542	0.2093983397
543	0.2091422896
544	0.2088339539
545	0.2088183733
546	0.2086439078
547	0.2082250668
548	0.2079161485
549	0.207657175
550	0.2074347183
551	0.2070427375
552	0.206837558
553	0.2068205711
554	0.2066214258
555	0.2064037228
556	0.2061320346
557	0.2058188022
558	0.2055657739
559	0.2054419774
560	0.2052175402
561	0.2049661338
562	0.2047105297
563	0.2045197466
564	0.204156459
565	0.2041414627
566	0.2037572632
567	0.2035066628
568	0.203319981
569	0.203265915
570	0.2029597858
571	0.2029451146
572	0.2028487239
573	0.2025101488
574	0.2020841053
575	0.2018449586
576	0.2016186127
577	0.2011424782
578	0.2011294219
579	0.2011154976
580	0.2009241662
581	0.2005676728
582	0.2002724639
583	0.2000250575
584	0.1997405537
585	0.1994901618
586	0.1991463702
587	0.1988854187
588	0.1987513533
589	0.1985493985
590	0.1981895068
591	0.197946788
592	0.1976095878
593	0.1973999796
594	0.1969378011
595	0.1967547664
596	0.1964543881
597	0.1960858197
598	0.1958581027
599	0.1955194678
600	0.195252052
601	0.1950307309
602	0.1947738416
603	0.1944512811
604	0.1940157355
605	0.1936240392
606	0.1934408076
607	0.1934277054
608	0.1931996255
609	0.1929905701
610	0.1927306099
611	0.1925426426
612	0.192345217
613	0.1922154935
614	0.1919546344
615	0.191775773
616	0.1915661738
617	0.1913170587
618	0.1909575085
619	0.1906935333
620	0.1904144745
621	0.1902688661
622	0.1900014564
623	0.1897139262
624	0.1895334766
625	0.1892251349
626	0.1889831221
627	0.1887151856
628	0.1885722104
629	0.1884181844
630	0.188200024
631	0.188034302
632	0.1879178939
633	0.1876987396
634	0.1872535593
635	0.1870617212
636	0.1866492113
637	0.1864876936
638	0.1862772601
639	0.1860206875
640	0.1858157898
641	0.1857034045
642	0.1854718429
643	0.1854597749
644	0.1851962782
645	0.1850862772
646	0.1848214061
647	0.1848092644
648	0.1844709063
649	0.1842727675
650	0.1840811797
651	0.1838983821
652	0.1837144976
653	0.1834221523
654	0.1832098985
655	0.1831619362
656	0.1827992881
657	0.1826485075
658	0.1824137769
659	0.1822090527
660	0.182124153
661	0.181955615
662	0.1818078079
663	0.1815878529
664	0.1813934774
665	0.1812493412
666	0.1811050823
667	0.1808486877
668	0.1806214584
669	0.1803561398
670	0.1801513248
671	0.179759977
672	0.1796417859
673	0.1794402132
674	0.1792583639
675	0.1789935
676	0.1787531887
677	0.1785684371
678	0.1784391704
679	0.1783514908
680	0.1783246715
681	0.178050921
682	0.1778699444
683	0.1776154064
684	0.1773667674
685	0.1773175688
686	0.1771242409
687	0.176953431
688	0.1767494846
689	0.1764319347
690	0.1762752466
691	0.1760947881
692	0.1759946444
693	0.175984213
694	0.1758192672
695	0.1756226096
696	0.1753641661
697	0.1751659833
698	0.1750652105
699	0.1748931627
700	0.1746017155
701	0.1743714176
702	0.1741314955
703	0.1739346654
704	0.1737211586
705	0.1733909168
706	0.1731222513
707	0.1731126125
708	0.1730444559
709	0.1727335402
710	0.1724599764
711	0.1722948536
712	0.172135021
713	0.1718640918
714	0.1716968638
715	0.1714932426
716	0.1713839485
717	0.1712049588
718	0.1709065857
719	0.1706881349
720	0.1704840536
721	0.1703696805
722	0.1701546749
723	0.1701051548
724	0.1699464481
725	0.1697963819
726	0.1696015784
727	0.1693656996
728	0.1690929425
729	0.1689234859
730	0.168727793
731	0.1686038617
732	0.1683092617
733	0.1682090157
734	0.1679848481
735	0.1677519051
736	0.1675987179
737	0.1674140397
738	0.1672187843
739	0.1669299291
740	0.166724437
741	0.1664259714
742	0.1661651407
743	0.1659772413
744	0.1657039372
745	0.1655319005
746	0.1653257562
747	0.165157482
748	0.1649667682
749	0.1648195819
750	0.1646789915
751	0.1645140671
752	0.1641279427
753	0.1639038688
754	0.1636135102
755	0.1634505335
756	0.1632726892
757	0.1631088415
758	0.1630048765
759	0.162796546
760	0.1626502062
761	0.1626414605
762	0.1623387425
763	0.1621740139
764	0.16199641
765	0.1616631121
766	0.161456257
767	0.1611491305
768	0.1609083221
769	0.1606836104
770	0.160469982
771	0.1602777471
772	0.1600663665
773	0.1599147506
774	0.1597786293
775	0.1595534736
776	0.1595442851
777	0.1593363659
778	0.1591729178
779	0.1590093751
780	0.1587983671
781	0.1586261886
782	0.1584668946
783	0.1582961567
784	0.1580814632
785	0.1579273347
786	0.1577969676
787	0.1577835103
788	0.1576690472
789	0.1573866112
790	0.1572345771
791	0.1570986592
792	0.1569028651
793	0.1568898883
794	0.1567651517
795	0.1565494281
796	0.1565415177
797	0.1563179317
798	0.1560935546
799	0.1559529101
800	0.155783956
801	0.1555250577
802	0.1553191268
803	0.1551605096
804	0.154909924
805	0.1548971016
806	0.1546277217
807	0.1545254251
808	0.1543868461
809	0.1542155995
810	0.1541569495
811	0.154148681
812	0.1539877462
813	0.1537572635
814	0.153631694
815	0.1534899951
816	0.1532583655
817	0.1531057899
818	0.1529560987
819	0.1529478345
820	0.1528355514
821	0.1527031274
822	0.1525489201
823	0.1524352612
824	0.1523365896
825	0.1521488801
826	0.1519371344
827	0.1517309911
828	0.151566437
829	0.1515498972
830	0.1515420302
831	0.1514241633
832	0.1514126087
833	0.1513468344
834	0.1510943772
835	0.1510866904
836	0.1509342318
837	0.1508582454
838	0.1508512921
839	0.1506478245
840	0.1505175541
841	0.1502695512
842	0.1500622604
843	0.1499140673
844	0.1498350316
845	0.149659801
846	0.1494500128
847	0.1493587402
848	0.1492157894
849	0.1490472126
850	0.1488845097
851	0.1485795641
852	0.1484425919
853	0.1484363895
854	0.1483669336
855	0.14822904
856	0.1480310875
857	0.1478669372
858	0.147624228
859	0.1474335711
860	0.1472680951
861	0.147105449
862	0.1469575766
863	0.146820591
864	0.1466422882
865	0.146603267
866	0.1464813193
867	0.1463357508
868	0.1463297433
869	0.1461375471
870	0.1459432894
871	0.1459280639
872	0.1457868362
873	0.1456146884
874	0.1455076781
875	0.1453135926
876	0.1451017073
877	0.1449165191
878	0.1447935227
879	0.1446280278
880	0.1444689417
881	0.1442936731
882	0.1441529261
883	0.1439473985
884	0.1438567073
885	0.1436767631
886	0.1436283522
887	0.1435199561
888	0.1433744272
889	0.1432226354
890	0.1430663559
891	0.1427823055
892	0.1427766218
893	0.142615105
894	0.1425403132
895	0.142388004
896	0.1421385126
897	0.1419735262
898	0.1419673287
899	0.141685491
900	0.1416742425
901	0.1416162563
902	0.1413808988
903	0.141137837
904	0.1409500565
905	0.140780805
906	0.1407294416
907	0.140500857
908	0.1403897735
909	0.1402345375
910	0.1400540809
911	0.1398555456
912	0.1396759151
913	0.1396662997
914	0.1395251928
915	0.1392863791
916	0.1390681346
917	0.1388722056
918	0.1388281345
919	0.1386957281
920	0.1384408792
921	0.1382477165
922	0.1380932422
923	0.1379164733
924	0.1377931028
925	0.1376697215
926	0.1374216657
927	0.1372002724
928	0.1370470712
929	0.136857258
930	0.1367190034
931	0.1365823794
932	0.1363878014
933	0.1361634696
934	0.136006865
935	0.135848853
936	0.1356837434
937	0.1354744684
938	0.1353063405
939	0.1351840044
940	0.1351786532
941	0.1349650725
942	0.1347987882
943	0.1346292788
944	0.134532999
945	0.1343871924
946	0.1341806999
947	0.1341757875
948	0.1340392852
949	0.1338941842
950	0.1337372315
951	0.1336105765
952	0.1334232405
953	0.133237165
954	0.1330395079
955	0.1330346811
956	0.132852718
957	0.1326891095
958	0.1325249482
959	0.1325045119
960	0.1324232535
961	0.1322587116
962	0.1321149944
963	0.1320241429
964	0.1319024919
965	0.1317783543
966	0.1315525129
967	0.1313746917
968	0.131208622
969	0.131144517
970	0.1310486496
971	0.1308432303
972	0.130768957
973	0.1306145412
974	0.1305344785
975	0.1303381974
976	0.1301908573
977	0.1301046934
978	0.1299061866
979	0.1297090607
980	0.129552366
981	0.1294539945
982	0.1293298828
983	0.1291688537
984	0.1291271023
985	0.1289418119
986	0.1288860679
987	0.1287602679
988	0.1286246381
989	0.1284933427
990	0.1283135916
991	0.1281756833
992	0.1280127299
993	0.1278709432
994	0.127798469
995	0.1276948401
996	0.1276094965
997	0.1274656019
998	0.12730606
999	0.1272051409
